Sale_ID,Date,Customer_ID,Bike_Model,Category,Price,Quantity,Discount,Store_Location,Salesperson_ID,Payment_Method,Channel,Customer_Age,Customer_Gender,Sale_Amount,Commission
753,4/7/2024,9079.0,BMX,Off Road,3933.06,3.0,no,New York,626,Google Pay,Online,20.0,Male,11799.18,589.9590000000001
754,12/21/2020,2423.0,Folding Bike,Road,4802.15,4.0,yes,Phoenix,118,Debit Card,Store,49.0,Female,19208.6,960.43
755,3/7/2021,2518.0,BMX,Off Road,2992.93,3.0,yes,Chicago,235,Google Pay,Online,67.0,Female,8978.789999999999,448.93949999999995
756,5/16/2023,3345.0,Folding Bike,Road,2063.03,4.0,no ,Philadelphia,253,Cash,Store,20.0,Male,8252.12,412.60600000000005
757,2/8/2020,6552.0,Hybrid Bike,Hybrid,2139.68,3.0,yes,Philadelphia,950,Debit Card,Store,49.0,Female,6419.039999999999,320.952
758,8/15/2021,5802.0,Road Bike,Road,1420.41,3.0,yes,Chicago,523,Cash,Store,49.0,Male,4261.2300000000005,213.06150000000002
759,10/27/2022,1820.0,Folding Bike,Road,1559.26,2.0,yes,San Antonio,934,Apple Pay,Online,36.0,Female,3118.52,155.92600000000002
760,7/29/2023,5396.0,Electric Bike,Electric,1564.06,3.0,no,New York,738,PayPal,Online,21.0,Female,4692.18,234.60900000000004
761,7/22/2023,2857.0,Electric Bike,Electric,1809.75,2.0,yes,Los Angeles,997,Debit Card,Store,66.0,Male,3619.5,180.97500000000002
762,4/14/2023,9988.0,Folding Bike,Road,1995.33,2.0,yes,San Antonio,778,Google Pay,Online,44.0,Male,3990.66,199.53300000000002
763,7/25/2021,2313.0,BMX,Off Road,4460.88,1.0,yes,New York,817,PayPal,Online,55.0,Male,4460.88,223.044
764,6/2/2023,4353.0,BMX,Off Road,595.08,1.0,yes,New York,118,Debit Card,Store,52.0,Male,595.08,29.754000000000005
765,12/16/2023,4161.0,Mountain Bike,Off Road,1045.7,3.0,no,Chicago,225,PayPal,Online,41.0,Female,3137.1000000000004,156.85500000000002
766,1/29/2020,5893.0,Road Bike,Road,3390.88,4.0,no,San Antonio,140,Apple Pay,Online,35.0,Male,13563.52,678.176
767,12/7/2023,1548.0,Cruiser,Off Road,2268.57,3.0,yes,New York,317,Google Pay,Online,69.0,Male,6805.710000000001,340.28550000000007
768,8/4/2021,6284.0,Hybrid Bike,Hybrid,2881.79,5.0,no,Phoenix,392,Cash,Store,33.0,Female,14408.95,720.4475000000001
769,10/3/2023,4885.0,BMX,Off Road,940.57,2.0,no,Phoenix,867,Credit Card,Online,25.0,Female,1881.14,94.05700000000002
770,2/21/2022,1987.0,Hybrid Bike,Hybrid,3158.95,2.0,yes,Philadelphia,681,Debit Card,Store,38.0,Male,6317.9,315.895
771,12/25/2021,7703.0,Folding Bike,Road,4570.26,3.0,yes,New York,524,Google Pay,Online,55.0,Male,13710.78,685.5390000000001
772,2/4/2024,9755.0,Folding Bike,Road,2818.36,1.0,no ,Chicago,199,Cash,Store,18.0,Male,2818.36,140.918
773,4/2/2022,9441.0,Folding Bike,Road,2720.89,2.0,yes,Chicago,720,Apple Pay,Online,44.0,Female,5441.78,272.089
774,6/7/2023,7390.0,Electric Bike,Electric,1063.48,2.0,yes,Phoenix,810,PayPal,Online,48.0,Female,2126.96,106.34800000000001
775,4/21/2023,7587.0,BMX,Off Road,828.29,3.0,yes,Los Angeles,720,Credit Card,Online,45.0,Female,2484.87,124.2435
776,11/1/2021,9839.0,BMX,Off Road,3130.89,4.0,no,Chicago,929,Google Pay,Online,53.0,Female,12523.56,626.178
777,3/22/2022,2687.0,Road Bike,Road,2703.21,3.0,yes,Houston,901,Apple Pay,Online,19.0,Male,8109.63,405.48150000000004
778,10/8/2020,9124.0,Hybrid Bike,Hybrid,4648.61,2.0,yes,Philadelphia,211,Debit Card,Store,69.0,Male,9297.22,464.861
779,12/31/2022,9113.0,Mountain Bike,Off Road,2672.15,3.0,yes,Los Angeles,377,Debit Card,Store,39.0,Male,8016.450000000001,400.82250000000005
780,5/26/2023,6244.0,Mountain Bike,Off Road,3253.1,2.0,yes,Los Angeles,921,Debit Card,Store,28.0,Male,6506.2,325.31
781,7/6/2020,1826.0,BMX,Off Road,2380.9,1.0,no,San Antonio,332,Apple Pay,Online,69.0,Male,2380.9,119.04500000000002
782,6/15/2021,4911.0,BMX,Off Road,1748.99,4.0,no,New York,394,PayPal,Online,47.0,Male,6995.96,349.798
783,6/3/2022,6729.0,Mountain Bike,Off Road,601.71,5.0,yes,Philadelphia,317,Debit Card,Store,54.0,Male,3008.55,150.4275
784,2/1/2023,1375.0,Road Bike,Road,614.87,2.0,no,Philadelphia,273,Credit Card,Online,47.0,Female,1229.74,61.487
785,1/3/2022,3428.0,Electric Bike,Electric,4607.88,4.0,no,Houston,666,Debit Card,Store,68.0,Male,18431.52,921.576
786,10/12/2020,1339.0,Cruiser,Off Road,426.65,3.0,yes,Houston,298,Apple Pay,Online,26.0,Female,1279.9499999999998,63.997499999999995
787,1/19/2020,1425.0,Hybrid Bike,Hybrid,1855.58,2.0,yes,Los Angeles,406,PayPal,Online,44.0,Male,3711.16,185.558
788,3/7/2021,2806.0,Electric Bike,Electric,3180.7,5.0,no ,Los Angeles,209,Apple Pay,Online,62.0,Male,15903.5,795.1750000000001
789,6/17/2021,6940.0,Mountain Bike,Off Road,4221.54,3.0,yes,Los Angeles,678,Debit Card,Store,42.0,Male,12664.619999999999,633.231
790,10/2/2022,8694.0,Cruiser,Off Road,3045.51,1.0,yes,New York,304,Google Pay,Online,57.0,Female,3045.51,152.27550000000002
791,1/17/2023,3885.0,Road Bike,Road,1319.54,1.0,yes,Philadelphia,422,Debit Card,Store,42.0,Female,1319.54,65.977
792,12/3/2021,4260.0,Mountain Bike,Off Road,1571.32,1.0,no,San Antonio,432,Cash,Store,40.0,Female,1571.32,78.566
793,12/7/2020,4914.0,Cruiser,Off Road,446.3,3.0,yes,San Antonio,879,Cash,Store,56.0,Male,1338.9,66.94500000000001
794,12/27/2022,2941.0,Hybrid Bike,Hybrid,3878.66,5.0,yes,New York,600,Credit Card,Online,19.0,Male,19393.3,969.665
795,2/6/2020,5915.0,Cruiser,Off Road,3215.81,5.0,yes,Philadelphia,310,Credit Card,Online,30.0,Female,16079.05,803.9525
796,9/20/2020,8915.0,Folding Bike,Road,1580.75,5.0,yes,Chicago,694,Apple Pay,Online,37.0,Male,7903.75,395.1875
797,6/16/2021,1389.0,Electric Bike,Electric,3123.74,1.0,no,Phoenix,249,Credit Card,Online,34.0,Female,3123.74,156.187
798,11/30/2022,9301.0,BMX,Off Road,579.05,2.0,no,Philadelphia,343,PayPal,Online,46.0,Male,1158.1,57.905
799,5/15/2024,2527.0,Electric Bike,Electric,3946.48,5.0,yes,Phoenix,674,Cash,Store,24.0,Male,19732.4,986.6200000000001
800,3/19/2024,5471.0,Cruiser,Off Road,723.3,3.0,no,Los Angeles,708,Credit Card,Online,52.0,Male,2169.8999999999996,108.49499999999999
801,12/28/2021,6468.0,BMX,Off Road,926.25,5.0,no,Houston,889,Cash,Store,33.0,Male,4631.25,231.5625
802,11/6/2023,1854.0,Road Bike,Road,1045.45,2.0,yes,Philadelphia,730,Cash,Store,62.0,Male,2090.9,104.54500000000002
803,12/21/2023,4293.0,Road Bike,Road,1268.69,4.0,yes,New York,846,Cash,Store,25.0,Male,5074.76,253.73800000000003
804,2/7/2021,6245.0,Mountain Bike,Off Road,1439.9,1.0,no ,San Antonio,549,Credit Card,Online,41.0,Female,1439.9,71.995
805,3/30/2022,6454.0,Hybrid Bike,Hybrid,242.26,4.0,yes,Los Angeles,749,Apple Pay,Online,24.0,Female,969.04,48.452
806,1/19/2023,9890.0,BMX,Off Road,4987.21,3.0,yes,Phoenix,144,Cash,Store,36.0,Male,14961.630000000001,748.0815000000001
807,6/10/2021,1295.0,Folding Bike,Road,2463.9,5.0,yes,Philadelphia,656,Cash,Store,63.0,Male,12319.5,615.975
808,1/2/2022,5190.0,BMX,Off Road,912.95,2.0,no,Los Angeles,173,PayPal,Online,45.0,Female,1825.9,91.29500000000002
809,1/13/2022,2301.0,Electric Bike,Electric,977.68,1.0,yes,Phoenix,538,Google Pay,Online,50.0,Female,977.68,48.884
810,4/15/2022,5074.0,Hybrid Bike,Hybrid,4773.88,5.0,yes,Houston,716,PayPal,Online,52.0,Female,23869.4,1193.47
811,7/21/2021,4679.0,Hybrid Bike,Hybrid,388.69,5.0,yes,Houston,442,PayPal,Online,57.0,Male,1943.45,97.17250000000001
812,6/5/2024,1411.0,Hybrid Bike,Hybrid,1988.76,2.0,yes,Chicago,865,Google Pay,Online,64.0,Male,3977.52,198.876
813,8/8/2021,5795.0,Cruiser,Off Road,4405.9,3.0,no,Philadelphia,746,Debit Card,Store,27.0,Male,13217.699999999999,660.885
814,1/25/2020,6637.0,Folding Bike,Road,1879.57,4.0,no,Chicago,750,Google Pay,Online,42.0,Female,7518.28,375.914
815,3/13/2024,7420.0,Electric Bike,Electric,3248.84,4.0,yes,New York,520,PayPal,Online,24.0,Male,12995.36,649.768
816,3/16/2023,5249.0,Electric Bike,Electric,1211.8,1.0,no,Chicago,847,Apple Pay,Online,55.0,Female,1211.8,60.59
817,1/29/2023,2418.0,BMX,Off Road,3009.51,4.0,no,Houston,591,Credit Card,Online,55.0,Male,12038.04,601.902
818,8/24/2023,2156.0,Folding Bike,Road,4765.69,2.0,yes,Philadelphia,719,Cash,Store,54.0,Female,9531.38,476.56899999999996
819,8/22/2023,5806.0,Folding Bike,Road,3505.95,2.0,yes,Philadelphia,856,Credit Card,Online,35.0,Male,7011.9,350.595
820,12/13/2020,1028.0,Cruiser,Off Road,3721.27,1.0,no ,Philadelphia,603,Cash,Store,18.0,Female,3721.27,186.0635
821,8/23/2020,5825.0,Hybrid Bike,Hybrid,1341.82,5.0,yes,Phoenix,814,Google Pay,Online,52.0,Male,6709.099999999999,335.455
822,7/8/2022,8315.0,Road Bike,Road,4304.75,4.0,yes,San Antonio,250,Debit Card,Store,55.0,Male,17219.0,860.95
823,6/14/2021,8482.0,Folding Bike,Road,1186.27,1.0,yes,Philadelphia,398,Google Pay,Online,66.0,Female,1186.27,59.313500000000005
824,12/28/2020,2521.0,Cruiser,Off Road,720.2,3.0,no,Houston,926,Cash,Store,30.0,Male,2160.6000000000004,108.03000000000003
825,3/14/2023,4519.0,Road Bike,Road,377.01,3.0,yes,Houston,586,Credit Card,Online,35.0,Female,1131.03,56.551500000000004
826,2/22/2020,6119.0,Cruiser,Off Road,1572.52,4.0,yes,Chicago,658,PayPal,Online,45.0,Female,6290.08,314.504
827,7/18/2022,2106.0,BMX,Off Road,4597.68,3.0,yes,Los Angeles,426,PayPal,Online,20.0,Female,13793.04,689.652
828,5/18/2022,1533.0,Mountain Bike,Off Road,906.26,1.0,yes,Los Angeles,450,Apple Pay,Online,20.0,Female,906.26,45.313
829,12/29/2022,3554.0,BMX,Off Road,4727.37,2.0,no,Houston,750,Debit Card,Store,40.0,Male,9454.74,472.737
830,8/24/2023,7171.0,Cruiser,Off Road,2284.47,4.0,no,New York,342,Cash,Store,33.0,Male,9137.88,456.894
831,8/27/2021,9742.0,Cruiser,Off Road,650.77,2.0,yes,Chicago,558,PayPal,Online,44.0,Male,1301.54,65.077
832,9/8/2023,9019.0,Mountain Bike,Off Road,250.37,3.0,no,Phoenix,605,Apple Pay,Online,43.0,Female,751.11,37.5555
833,4/11/2020,5926.0,Electric Bike,Electric,384.25,1.0,no,New York,777,Cash,Store,33.0,Male,384.25,19.212500000000002
834,8/1/2020,1040.0,Mountain Bike,Off Road,1709.05,3.0,yes,Philadelphia,702,Apple Pay,Online,36.0,Male,5127.15,256.3575
835,1/4/2023,9308.0,BMX,Off Road,3784.47,5.0,yes,San Antonio,685,Cash,Store,40.0,Female,18922.35,946.1175
836,6/7/2024,6334.0,Hybrid Bike,Hybrid,1373.3,4.0,no ,San Antonio,463,PayPal,Online,32.0,Male,5493.2,274.66
837,7/1/2024,2121.0,Mountain Bike,Off Road,3154.09,3.0,yes,Los Angeles,307,Cash,Store,20.0,Female,9462.27,473.11350000000004
838,6/1/2020,4875.0,Road Bike,Road,4469.05,4.0,yes,Philadelphia,623,PayPal,Online,28.0,Male,17876.2,893.8100000000001
839,1/7/2024,4756.0,Hybrid Bike,Hybrid,2098.72,4.0,yes,Los Angeles,244,Google Pay,Online,23.0,Female,8394.88,419.74399999999997
840,2/19/2020,2087.0,BMX,Off Road,1307.42,2.0,no,Los Angeles,856,Google Pay,Online,32.0,Female,2614.84,130.74200000000002
841,5/12/2021,5712.0,Folding Bike,Road,4117.55,3.0,yes,Phoenix,972,Debit Card,Store,48.0,Female,12352.650000000001,617.6325000000002
842,12/7/2020,4431.0,Hybrid Bike,Hybrid,4416.82,2.0,yes,New York,238,Cash,Store,50.0,Male,8833.64,441.682
843,12/18/2021,2738.0,Folding Bike,Road,4938.95,5.0,yes,San Antonio,650,Debit Card,Store,24.0,Female,24694.75,1234.7375000000002
844,9/17/2022,9724.0,Folding Bike,Road,872.41,5.0,yes,Houston,310,Google Pay,Online,37.0,Male,4362.05,218.10250000000002
845,6/21/2021,7479.0,Electric Bike,Electric,3116.78,1.0,no,Philadelphia,248,Google Pay,Online,48.0,Male,3116.78,155.83900000000003
846,2/22/2021,9562.0,Folding Bike,Road,431.23,4.0,no,Chicago,772,Debit Card,Store,56.0,Female,1724.92,86.24600000000001
847,2/16/2023,6097.0,Cruiser,Off Road,4064.91,1.0,yes,San Antonio,853,Google Pay,Online,25.0,Male,4064.91,203.2455
848,5/11/2022,8196.0,Hybrid Bike,Hybrid,1400.8,3.0,no,New York,968,Cash,Store,58.0,Male,4202.4,210.12
849,1/30/2024,2493.0,BMX,Off Road,2736.82,2.0,no,Houston,127,Apple Pay,Online,46.0,Female,5473.64,273.682
850,2/15/2022,7382.0,Mountain Bike,Off Road,942.3,3.0,yes,Chicago,329,Apple Pay,Online,25.0,Male,2826.8999999999996,141.345
851,6/25/2022,3237.0,Hybrid Bike,Hybrid,4648.48,4.0,yes,Los Angeles,876,Google Pay,Online,19.0,Male,18593.92,929.6959999999999
852,11/24/2022,6199.0,Folding Bike,Road,2092.07,2.0,no ,Phoenix,859,Credit Card,Online,43.0,Male,4184.14,209.20700000000002
853,2/12/2022,9217.0,Folding Bike,Road,922.72,1.0,yes,New York,866,Debit Card,Store,25.0,Male,922.72,46.136
854,7/8/2020,3914.0,Road Bike,Road,373.44,3.0,yes,Houston,567,Credit Card,Online,47.0,Female,1120.32,56.016
855,10/8/2020,3911.0,Mountain Bike,Off Road,2292.34,3.0,yes,San Antonio,886,Debit Card,Store,70.0,Male,6877.02,343.85100000000006
856,9/19/2023,1577.0,Folding Bike,Road,2679.36,4.0,no,Chicago,500,Debit Card,Store,49.0,Female,10717.44,535.8720000000001
857,1/6/2022,1411.0,Folding Bike,Road,1166.3,1.0,yes,Los Angeles,956,Debit Card,Store,23.0,Female,1166.3,58.315
858,8/21/2020,7217.0,Folding Bike,Road,2092.98,4.0,yes,Houston,955,PayPal,Online,37.0,Female,8371.92,418.596
859,5/19/2023,9875.0,Mountain Bike,Off Road,3209.58,5.0,yes,Houston,316,PayPal,Online,66.0,Male,16047.9,802.395
860,10/10/2023,9973.0,Hybrid Bike,Hybrid,3425.43,2.0,yes,Chicago,123,Credit Card,Online,41.0,Male,6850.86,342.543
861,4/11/2020,3117.0,Electric Bike,Electric,2369.1,5.0,no,Los Angeles,382,Debit Card,Store,31.0,Female,11845.5,592.275
862,6/26/2020,9807.0,Electric Bike,Electric,3910.57,5.0,no,Phoenix,617,Debit Card,Store,26.0,Male,19552.850000000002,977.6425000000002
863,11/23/2022,3067.0,BMX,Off Road,3764.55,4.0,yes,Houston,733,Cash,Store,62.0,Female,15058.2,752.9100000000001
864,7/8/2022,7187.0,Cruiser,Off Road,2477.46,2.0,no,Chicago,486,Cash,Store,57.0,Male,4954.92,247.746
865,5/20/2020,1300.0,Cruiser,Off Road,1011.86,2.0,no,Chicago,299,Credit Card,Online,42.0,Female,2023.72,101.186
866,11/15/2023,8467.0,BMX,Off Road,632.08,2.0,yes,Los Angeles,683,Apple Pay,Online,36.0,Male,1264.16,63.208000000000006
867,5/17/2020,7800.0,Folding Bike,Road,3397.73,1.0,yes,Philadelphia,440,Cash,Store,38.0,Male,3397.73,169.8865
868,7/16/2020,4583.0,Road Bike,Road,4382.27,4.0,no ,Los Angeles,185,Credit Card,Online,23.0,Female,17529.08,876.4540000000002
869,8/20/2024,7199.0,Folding Bike,Road,2821.09,3.0,yes,San Antonio,212,Cash,Store,32.0,Male,8463.27,423.16350000000006
870,7/22/2024,2820.0,Folding Bike,Road,2152.91,5.0,yes,Houston,532,Credit Card,Online,57.0,Male,10764.55,538.2275
871,6/9/2023,7375.0,Hybrid Bike,Hybrid,4323.64,4.0,yes,San Antonio,663,Debit Card,Store,34.0,Male,17294.56,864.7280000000001
872,3/23/2023,8364.0,Mountain Bike,Off Road,2917.56,5.0,no,Chicago,595,Google Pay,Online,54.0,Male,14587.8,729.39
873,7/4/2022,1332.0,Mountain Bike,Off Road,1942.26,2.0,yes,Los Angeles,382,Credit Card,Online,29.0,Female,3884.52,194.226
874,9/12/2021,1528.0,Electric Bike,Electric,3976.97,1.0,yes,Houston,156,Debit Card,Store,21.0,Male,3976.97,198.8485
875,5/20/2023,5212.0,Cruiser,Off Road,4421.71,3.0,yes,Houston,553,Google Pay,Online,36.0,Male,13265.130000000001,663.2565000000001
876,4/18/2023,8195.0,BMX,Off Road,1315.56,4.0,yes,New York,740,PayPal,Online,54.0,Male,5262.24,263.112
877,6/26/2022,8770.0,Road Bike,Road,4150.52,2.0,no,Houston,195,Apple Pay,Online,33.0,Female,8301.04,415.0520000000001
878,3/31/2024,6293.0,Road Bike,Road,2740.06,3.0,no,San Antonio,137,PayPal,Online,45.0,Male,8220.18,411.009
879,10/17/2021,7748.0,Road Bike,Road,610.57,4.0,yes,Houston,241,Credit Card,Online,51.0,Female,2442.28,122.11400000000002
880,1/16/2022,8999.0,BMX,Off Road,4282.0,2.0,no,New York,131,Credit Card,Online,33.0,Male,8564.0,428.20000000000005
881,4/7/2023,7692.0,Folding Bike,Road,451.5,4.0,no,San Antonio,286,Google Pay,Online,26.0,Female,1806.0,90.30000000000001
882,2/24/2020,6696.0,Cruiser,Off Road,3848.74,3.0,yes,San Antonio,212,Debit Card,Store,35.0,Female,11546.22,577.311
883,7/1/2022,5613.0,Road Bike,Road,1627.62,5.0,yes,Chicago,354,Google Pay,Online,34.0,Male,8138.099999999999,406.905
884,6/21/2022,9547.0,Mountain Bike,Off Road,2233.82,5.0,no ,Los Angeles,817,Debit Card,Store,29.0,Male,11169.1,558.455
885,6/22/2023,7217.0,Cruiser,Off Road,414.66,5.0,yes,New York,980,PayPal,Online,70.0,Female,2073.3,103.66500000000002
886,11/4/2023,8233.0,Hybrid Bike,Hybrid,2126.25,2.0,yes,San Antonio,334,Debit Card,Store,52.0,Female,4252.5,212.625
887,1/1/2023,9770.0,Road Bike,Road,741.37,2.0,yes,New York,374,Cash,Store,63.0,Male,1482.74,74.137
888,4/24/2024,5875.0,BMX,Off Road,3785.14,5.0,no,Chicago,994,Debit Card,Store,51.0,Female,18925.7,946.2850000000001
889,10/16/2020,3587.0,BMX,Off Road,3374.53,4.0,yes,San Antonio,489,Debit Card,Store,46.0,Female,13498.12,674.9060000000001
890,7/13/2021,5858.0,BMX,Off Road,1641.42,2.0,yes,New York,832,Credit Card,Online,22.0,Male,3282.84,164.14200000000002
891,5/12/2020,5311.0,Electric Bike,Electric,4967.13,2.0,yes,Philadelphia,820,Debit Card,Store,22.0,Male,9934.26,496.713
892,2/17/2022,9991.0,Folding Bike,Road,2712.2,5.0,yes,Chicago,895,Cash,Store,51.0,Male,13561.0,678.0500000000001
893,2/6/2024,3784.0,Road Bike,Road,662.18,5.0,no,Phoenix,718,Cash,Store,30.0,Female,3310.8999999999996,165.545
894,9/19/2024,3906.0,BMX,Off Road,1748.73,1.0,no,New York,872,Credit Card,Online,64.0,Male,1748.73,87.43650000000001
895,7/23/2022,3168.0,Cruiser,Off Road,2625.89,3.0,yes,Houston,488,Cash,Store,36.0,Female,7877.67,393.8835
896,11/5/2023,3258.0,Folding Bike,Road,4579.64,3.0,no,Philadelphia,335,PayPal,Online,26.0,Female,13738.920000000002,686.9460000000001
897,10/25/2023,5900.0,Mountain Bike,Off Road,309.64,2.0,no,Los Angeles,897,Apple Pay,Online,44.0,Female,619.28,30.964
898,1/21/2021,1638.0,Road Bike,Road,1778.84,3.0,yes,Phoenix,277,Credit Card,Online,24.0,Female,5336.5199999999995,266.82599999999996
899,10/10/2022,4694.0,Cruiser,Off Road,1984.48,5.0,yes,New York,161,Debit Card,Store,27.0,Female,9922.4,496.12
900,7/9/2020,8950.0,BMX,Off Road,1609.0,1.0,no ,New York,794,PayPal,Online,37.0,Male,1609.0,80.45
901,12/28/2023,6629.0,BMX,Off Road,4940.26,3.0,yes,San Antonio,849,Google Pay,Online,40.0,Female,14820.78,741.0390000000001
902,6/10/2024,1539.0,Folding Bike,Road,1747.17,4.0,yes,Philadelphia,565,Credit Card,Online,24.0,Female,6988.68,349.434
903,2/10/2023,3395.0,Folding Bike,Road,1141.38,5.0,yes,Philadelphia,357,Debit Card,Store,19.0,Male,5706.900000000001,285.345
904,2/27/2021,5463.0,Hybrid Bike,Hybrid,929.29,3.0,no,San Antonio,559,Google Pay,Online,53.0,Male,2787.87,139.3935
905,11/15/2023,3704.0,Electric Bike,Electric,4737.27,1.0,yes,Chicago,710,PayPal,Online,34.0,Female,4737.27,236.86350000000004
906,5/28/2024,9652.0,Cruiser,Off Road,2131.93,3.0,yes,Phoenix,497,Google Pay,Online,24.0,Male,6395.789999999999,319.7895
907,8/18/2020,6933.0,Hybrid Bike,Hybrid,2880.87,1.0,yes,Los Angeles,221,PayPal,Online,18.0,Female,2880.87,144.0435
908,4/25/2023,3191.0,Cruiser,Off Road,3620.59,3.0,yes,San Antonio,548,Apple Pay,Online,44.0,Male,10861.77,543.0885000000001
909,4/1/2023,8031.0,Road Bike,Road,4585.01,4.0,no,New York,690,Google Pay,Online,45.0,Male,18340.04,917.0020000000001
910,2/27/2021,3309.0,BMX,Off Road,4614.24,2.0,no,Phoenix,366,Apple Pay,Online,43.0,Male,9228.48,461.424
911,9/4/2020,9508.0,Hybrid Bike,Hybrid,4254.39,5.0,yes,Chicago,396,Cash,Store,40.0,Male,21271.95,1063.5975
912,3/5/2021,5115.0,Electric Bike,Electric,3558.4,5.0,no,San Antonio,247,Apple Pay,Online,43.0,Female,17792.0,889.6
913,6/23/2021,6111.0,Cruiser,Off Road,2774.06,3.0,no,Phoenix,451,Debit Card,Store,59.0,Male,8322.18,416.10900000000004
914,3/18/2024,4373.0,Cruiser,Off Road,4042.47,4.0,yes,Chicago,805,Debit Card,Store,46.0,Female,16169.88,808.494
915,7/21/2021,1281.0,Mountain Bike,Off Road,4712.94,4.0,yes,Los Angeles,759,PayPal,Online,44.0,Female,18851.76,942.588
916,12/21/2022,2065.0,Electric Bike,Electric,3460.02,5.0,no ,Phoenix,471,Cash,Store,49.0,Female,17300.1,865.005
917,7/28/2022,1039.0,Hybrid Bike,Hybrid,2304.23,1.0,yes,Houston,258,Google Pay,Online,60.0,Female,2304.23,115.2115
918,3/16/2024,5364.0,Folding Bike,Road,2694.26,5.0,yes,Los Angeles,229,Credit Card,Online,21.0,Female,13471.300000000001,673.565
919,9/21/2024,7644.0,Hybrid Bike,Hybrid,1138.22,3.0,yes,Philadelphia,411,Cash,Store,56.0,Male,3414.66,170.733
920,6/2/2021,1122.0,Hybrid Bike,Hybrid,253.63,3.0,no,New York,267,Cash,Store,51.0,Female,760.89,38.0445
921,5/7/2023,3525.0,Hybrid Bike,Hybrid,3385.78,2.0,yes,Phoenix,809,PayPal,Online,34.0,Female,6771.56,338.57800000000003
922,3/1/2020,1396.0,Electric Bike,Electric,399.48,5.0,yes,Phoenix,343,Credit Card,Online,49.0,Female,1997.4,99.87
923,2/8/2022,3617.0,Electric Bike,Electric,1980.19,4.0,yes,Chicago,747,Credit Card,Online,38.0,Female,7920.76,396.038
924,1/13/2023,8094.0,Cruiser,Off Road,2749.75,3.0,yes,Philadelphia,808,Cash,Store,47.0,Female,8249.25,412.46250000000003
925,2/13/2021,9802.0,Mountain Bike,Off Road,3038.0,1.0,no,Philadelphia,637,Google Pay,Online,63.0,Female,3038.0,151.9
926,1/23/2023,1366.0,Hybrid Bike,Hybrid,3068.49,3.0,no,Houston,334,Credit Card,Online,41.0,Female,9205.47,460.2735
927,6/11/2023,4369.0,BMX,Off Road,3494.56,2.0,yes,New York,918,Google Pay,Online,22.0,Male,6989.12,349.456
928,1/7/2022,8824.0,Road Bike,Road,342.1,1.0,no,Philadelphia,772,Apple Pay,Online,27.0,Male,342.1,17.105
929,11/22/2022,7524.0,Cruiser,Off Road,3633.56,4.0,no,Philadelphia,951,Apple Pay,Online,61.0,Male,14534.24,726.712
930,8/23/2022,1135.0,BMX,Off Road,4887.07,3.0,yes,Houston,907,Credit Card,Online,22.0,Male,14661.21,733.0605
931,9/14/2023,5237.0,Mountain Bike,Off Road,3259.6,2.0,yes,San Antonio,117,PayPal,Online,44.0,Male,6519.2,325.96000000000004
932,7/4/2021,4250.0,Folding Bike,Road,257.57,3.0,no ,New York,799,Apple Pay,Online,64.0,Female,772.71,38.63550000000001
933,2/15/2021,4339.0,Electric Bike,Electric,2959.48,5.0,yes,Philadelphia,617,Apple Pay,Online,55.0,Female,14797.4,739.87
934,4/10/2020,6770.0,Road Bike,Road,3678.34,4.0,yes,San Antonio,503,PayPal,Online,48.0,Male,14713.36,735.6680000000001
935,9/3/2021,6657.0,Mountain Bike,Off Road,3099.21,3.0,yes,Chicago,769,Credit Card,Online,30.0,Female,9297.630000000001,464.8815000000001
936,10/20/2023,4104.0,Mountain Bike,Off Road,964.72,1.0,no,Houston,319,Debit Card,Store,57.0,Female,964.72,48.236000000000004
937,9/16/2024,9084.0,Folding Bike,Road,1997.06,4.0,yes,Chicago,393,PayPal,Online,50.0,Female,7988.24,399.41200000000003
938,12/9/2021,2156.0,Cruiser,Off Road,397.42,1.0,yes,Phoenix,903,PayPal,Online,46.0,Male,397.42,19.871000000000002
939,11/15/2020,6748.0,Cruiser,Off Road,1443.8,1.0,yes,Chicago,167,Debit Card,Store,26.0,Female,1443.8,72.19
940,3/9/2021,3904.0,Electric Bike,Electric,3050.98,3.0,yes,San Antonio,120,Credit Card,Online,20.0,Male,9152.94,457.64700000000005
941,3/14/2022,1493.0,BMX,Off Road,1942.08,4.0,no,Chicago,557,PayPal,Online,34.0,Female,7768.32,388.416
942,12/13/2023,1975.0,Electric Bike,Electric,2309.16,1.0,no,New York,492,Cash,Store,65.0,Male,2309.16,115.458
943,12/24/2021,7647.0,Mountain Bike,Off Road,2520.93,3.0,yes,Philadelphia,155,Google Pay,Online,54.0,Male,7562.789999999999,378.1395
944,12/9/2020,4818.0,Cruiser,Off Road,1444.26,1.0,no,Los Angeles,651,Apple Pay,Online,48.0,Male,1444.26,72.21300000000001
945,7/20/2024,8299.0,Electric Bike,Electric,300.38,3.0,no,Chicago,764,Apple Pay,Online,62.0,Female,901.14,45.057
946,10/23/2023,2998.0,Cruiser,Off Road,1076.2,3.0,yes,San Antonio,908,Cash,Store,21.0,Female,3228.6000000000004,161.43000000000004
947,3/28/2021,1641.0,Folding Bike,Road,1922.91,2.0,yes,Los Angeles,167,Credit Card,Online,66.0,Female,3845.82,192.29100000000003
948,7/14/2023,6412.0,Electric Bike,Electric,1335.64,2.0,no ,San Antonio,890,PayPal,Online,68.0,Male,2671.28,133.56400000000002
